Chapter Code,H.S.Code,HS 4-digit Code,HS 4-digit Description,HS 6-digit Code,HS 6-digit Description,Statistical Code,Full 9-digit Code,Description,Row Index
25,2514.00,2514,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",000,251400000,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",45
25,2515.11,2515,"Crude or roughly trimmed",251511,"Crude or roughly trimmed",000,251511000,"Crude or roughly trimmed",48
25,2515.12,2515,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",251512,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",000,251512000,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",49
25,2515.20,2515,"Ecaussine and other calcareous monumental or building stone; alabaster",251520,"Ecaussine and other calcareous monumental or building stone; alabaster",000,251520000,"Ecaussine and other calcareous monumental or building stone; alabaster",50
25,2516.11,2516,"Crude or roughly trimmed",251611,"Crude or roughly trimmed",000,251611000,"Crude or roughly trimmed",53
25,2516.12,2516,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",251612,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",000,251612000,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",54
25,2516.20,2516,"Sandstone",251620,"Sandstone",000,251620000,"Sandstone",55
25,2516.90,2516,"Other monumental or building stone",251690,"Other monumental or building stone",000,251690000,"Other monumental or building stone",56
25,2517.10,2517,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",251710,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",000,251710000,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",58
25,2517.20,2517,"Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 2517.10",251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 2517.10",000,251720000,"Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 2517.10",59
25,2517.30,2517,"Tarred macadam",251730,"Tarred macadam",000,251730000,"Tarred macadam",60
25,2517.41,2517,"Of marble",251741,"Of marble",000,251741000,"Of marble",62
25,2517.49,2517,"Other",251749,"Other",000,251749000,"Other",63
25,2518.10,2518,"Dolomite, not calcined or sintered",251810,"Dolomite, not calcined or sintered",000,251810000,"Dolomite, not calcined or sintered",65
25,2518.20,2518,"Calcined or sintered dolomite",251820,"Calcined or sintered dolomite",000,251820000,"Calcined or sintered dolomite",66
25,2519.10,2519,"Natural magnesium carbonate (magnesite)",251910,"Natural magnesium carbonate (magnesite)",000,251910000,"Natural magnesium carbonate (magnesite)",68
25,2519.90,2519,"Other",251990,"Other",010,251990010,"- Magnesium oxide other than calcined natural magnesium carbonate",70
25,2519.90,2519,"Other",251990,"Other",090,251990090,"- Other",71
25,2520.10,2520,"Gypsum; anhydrite",252010,"Gypsum; anhydrite",000,252010000,"Gypsum; anhydrite",73
25,2520.20,2520,"Plasters",252020,"Plasters",010,252020010,"1 Calcined gypsum",75
25,2520.20,2520,"Plasters",252020,"Plasters",090,252020090,"2 Other",76
25,2521.00,2521,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",000,252100000,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",78
25,2522.10,2522,"Quicklime",252210,"Quicklime",000,252210000,"Quicklime",80
25,2522.20,2522,"Slaked lime",252220,"Slaked lime",000,252220000,"Slaked lime",81
25,2522.30,2522,"Hydraulic lime",252230,"Hydraulic lime",000,252230000,"Hydraulic lime",82
25,2523.10,2523,"Cement clinkers",252310,"Cement clinkers",000,252310000,"Cement clinkers",84
25,2523.21,2523,"White cement, whether or not artificially coloured",252321,"White cement, whether or not artificially coloured",000,252321000,"White cement, whether or not artificially coloured",86
25,2523.29,2523,"Other",252329,"Other",000,252329000,"Other",87
25,2523.30,2523,"Aluminous cement",252330,"Aluminous cement",000,252330000,"Aluminous cement",88
25,2523.90,2523,"Other hydraulic cements",252390,"Other hydraulic cements",000,252390000,"Other hydraulic cements",89
25,2524.10,2524,"Crocidolite",252410,"Crocidolite",000,252410000,"Crocidolite",91
25,2524.90,2524,"Other",252490,"Other",000,252490000,"Other",92
25,2525.10,2525,"Crude mica and mica rifted into sheets or splittings",252510,"Crude mica and mica rifted into sheets or splittings",000,252510000,"Crude mica and mica rifted into sheets or splittings",94
25,2525.20,2525,"Mica powder",252520,"Mica powder",000,252520000,"Mica powder",95
25,2525.30,2525,"Mica waste",252530,"Mica waste",000,252530000,"Mica waste",96
25,2526.10,2526,"Not crushed, not powdered",252610,"Not crushed, not powdered",000,252610000,"Not crushed, not powdered",98
25,2526.20,2526,"Crushed or powdered",252620,"Crushed or powdered",000,252620000,"Crushed or powdered",99
25,2528.00,2528,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85% of H3BO3 calculated on the dry weight",252800,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85% of H3BO3 calculated on the dry weight",000,252800000,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85% of H3BO3 calculated on the dry weight",101
25,2529.10,2529,"Feldspar",252910,"Feldspar",000,252910000,"Feldspar",103
25,2529.21,2529,"Containing by weight 97% or less of calcium fluoride",252921,"Containing by weight 97% or less of calcium fluoride",000,252921000,"Containing by weight 97% or less of calcium fluoride",105
25,2529.22,2529,"Containing by weight more than 97% of calcium fluoride",252922,"Containing by weight more than 97% of calcium fluoride",000,252922000,"Containing by weight more than 97% of calcium fluoride",106
25,2529.30,2529,"Leucite; nepheline and nepheline syenite",252930,"Leucite; nepheline and nepheline syenite",000,252930000,"Leucite; nepheline and nepheline syenite",107
25,2530.10,2530,"Vermiculite, perlite and chlorites, unexpanded",253010,"Vermiculite, perlite and chlorites, unexpanded",000,253010000,"Vermiculite, perlite and chlorites, unexpanded",109
25,2530.20,2530,"Kieserite, epsomite (natural magnesium sulphates)",253020,"Kieserite, epsomite (natural magnesium sulphates)",000,253020000,"Kieserite, epsomite (natural magnesium sulphates)",110
25,2530.90,2530,"Other",253090,"Other",000,253090000,"Other",111
29,2901.10,2901,"Saturated",290110,"Saturated",000,290110000,"Saturated",5
29,2901.21,2901,"Ethylene",290121,"Ethylene",000,290121000,"Ethylene",7
29,2901.22,2901,"Propene (propylene)",290122,"Propene (propylene)",000,290122000,"Propene (propylene)",8
29,2901.23,2901,"Butene (butylene) and isomers thereof",290123,"Butene (butylene) and isomers thereof",000,290123000,"Butene (butylene) and isomers thereof",9
29,2901.24,2901,"Buta-1,3-diene and isoprene",290124,"Buta-1,3-diene and isoprene",010,290124010,"1 Buta-1,3-diene",11
29,2901.24,2901,"Buta-1,3-diene and isoprene",290124,"Buta-1,3-diene and isoprene",020,290124020,"2 Isoprene",12
29,2901.29,2901,"Other",290129,"Other",000,290129000,"Other",13
29,2902.11,2902,"Cyclohexane",290211,"Cyclohexane",000,290211000,"Cyclohexane",16
29,2902.19,2902,"Other",290219,"Other",010,290219010,"1 5-Ethylidene-2-norbornene",18
29,2902.19,2902,"Other",290219,"Other",090,290219090,"2 Other",19
29,2902.20,2902,"Benzene",290220,"Benzene",000,290220000,"Benzene",20
29,2902.30,2902,"Toluene",290230,"Toluene",000,290230000,"Toluene",21
29,2902.41,2902,"o-Xylene",290241,"o-Xylene",000,290241000,"o-Xylene",23
29,2902.42,2902,"m-Xylene",290242,"m-Xylene",000,290242000,"m-Xylene",24
29,2902.43,2902,"p-Xylene",290243,"p-Xylene",000,290243000,"p-Xylene",25
29,2902.44,2902,"Mixed xylene isomers",290244,"Mixed xylene isomers",000,290244000,"Mixed xylene isomers",26
29,2902.50,2902,"Styrene",290250,"Styrene",000,290250000,"Styrene",27
29,2902.60,2902,"Ethylbenzene",290260,"Ethylbenzene",000,290260000,"Ethylbenzene",28
29,2902.70,2902,"Cumene",290270,"Cumene",000,290270000,"Cumene",29
29,2902.90,2902,"Other",290290,"Other",000,290290000,"Other",30
29,2903.11,2903,"Chloromethane (methyl chloride) and chloroethane (ethyl chloride)",290311,"Chloromethane (methyl chloride) and chloroethane (ethyl chloride)",000,290311000,"Chloromethane (methyl chloride) and chloroethane (ethyl chloride)",33
29,2903.12,2903,"Dichloromethane (methylene chloride)",290312,"Dichloromethane (methylene chloride)",000,290312000,"Dichloromethane (methylene chloride)",34
29,2903.13,2903,"Chloroform (trichloromethane)",290313,"Chloroform (trichloromethane)",000,290313000,"Chloroform (trichloromethane)",35
29,2903.14,2903,"Carbon tetrachloride",290314,"Carbon tetrachloride",000,290314000,"Carbon tetrachloride",36
29,2903.15,2903,"Ethylene dichloride (ISO) (1,2-dichloroethane)",290315,"Ethylene dichloride (ISO) (1,2-dichloroethane)",000,290315000,"Ethylene dichloride (ISO) (1,2-dichloroethane)",37
29,2903.19,2903,"Other",290319,"Other",010,290319010,"- 1, 1, 1-Trichloroethane",39
29,2903.19,2903,"Other",290319,"Other",090,290319090,"- Other",40
29,2903.21,2903,"Vinyl chloride (chloroethylene)",290321,"Vinyl chloride (chloroethylene)",000,290321000,"Vinyl chloride (chloroethylene)",42
29,2903.22,2903,"Trichloroethylene",290322,"Trichloroethylene",000,290322000,"Trichloroethylene",43
29,2903.23,2903,"Tetrachloroethylene (perchloroethylene)",290323,"Tetrachloroethylene (perchloroethylene)",000,290323000,"Tetrachloroethylene (perchloroethylene)",44
29,2903.29,2903,"Other",290329,"Other",000,290329000,"Other",45
29,2903.41,2903,"Trifluoromethane (HFC-23)",290341,"Trifluoromethane (HFC-23)",000,290341000,"Trifluoromethane (HFC-23)",47
29,2903.42,2903,"Difluoromethane (HFC-32)",290342,"Difluoromethane (HFC-32)",000,290342000,"Difluoromethane (HFC-32)",48
29,2903.43,2903,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",290343,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",010,290343010,"- Fluoromethane (HFC-41)",50
29,2903.43,2903,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",290343,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",020,290343020,"- 1,2-Difluoroethane (HFC-152)",51
29,2903.43,2903,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",290343,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",031,290343031,"-- In spray containers",53
29,2903.43,2903,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",290343,"Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152a)",039,290343039,"-- Other",54
29,2903.44,2903,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)",290344,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)",010,290344010,"- Pentafluoroethane (HFC-125)",56
29,2903.44,2903,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)",290344,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)",020,290344020,"- 1,1,1-Trifluoroethane (HFC-143a)",57
29,2903.44,2903,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)",290344,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane (HFC-143)",030,290344030,"- 1,1,2-Trifluoroethane (HFC-143)",58
29,2903.45,2903,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",290345,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",011,290345011,"-- In spray containers",61
29,2903.45,2903,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",290345,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",019,290345019,"-- Other",62
29,2903.45,2903,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",290345,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",020,290345020,"- 1,1,2,2-Tetrafluoroethane (HFC-134)",63
29,2903.46,2903,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",290346,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",010,290346010,"- 1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea)",65
29,2903.46,2903,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",290346,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",020,290346020,"- 1,1,1,2,2,3-Hexafluoropropane (HFC-236cb)",66
29,2903.46,2903,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",290346,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",030,290346030,"- 1,1,1,2,3,3-Hexafluoropropane (HFC-236ea)",67
29,2903.46,2903,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",290346,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb), 1,1,1,2,3,3-hexafluoropropane (HFC-236ea) and 1,1,1,3,3,3-hexafluoropropane (HFC-236fa)",040,290346040,"- 1,1,1,3,3,3-Hexafluoropropane (HFC-236fa)",68
29,2903.47,2903,"1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)",290347,"1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)",010,290347010,"- 1,1,1,3,3-Pentafluoropropane (HFC-245fa)",70
29,2903.47,2903,"1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)",290347,"1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)",020,290347020,"- 1,1,2,2,3-Pentafluoropropane (HFC-245ca)",71
29,2903.48,2903,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-43-10mee)",290348,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-43-10mee)",010,290348010,"- 1,1,1,3,3-Pentafluorobutane (HFC-365mfc)",73
29,2903.48,2903,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-43-10mee)",290348,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-43-10mee)",020,290348020,"- 1,1,1,2,2,3,4,5,5,5-Decafluoropentane (HFC-43-10mee)",74
29,2903.49,2903,"Other",290349,"Other",010,290349010,"- Perfluoromethane (PFC-14)",76
29,2903.49,2903,"Other",290349,"Other",020,290349020,"- Perfluoroethane (PFC-116)",77
29,2903.49,2903,"Other",290349,"Other",030,290349030,"- Perfluoropropane (PFC-218)",78
29,2903.49,2903,"Other",290349,"Other",040,290349040,"- Perfluorohexane (PFC-51-14)",79
29,2903.49,2903,"Other",290349,"Other",090,290349090,"- Other",80
29,2903.51,2903,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",290351,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",010,290351010,"- 2,3,3,3-Tetrafluoropropene (HFO-1234yf)",83
29,2903.51,2903,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",290351,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",020,290351020,"- 1,3,3,3-Tetrafluoropropene (HFO-1234ze)",84
29,2903.51,2903,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",290351,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",030,290351030,"- (Z)-1,1,1,4,4,4-Hexafluoro-2-butene (HFO-1336mzz)",85
29,2903.59,2903,"Other",290359,"Other",000,290359000,"Other",86
29,2903.61,2903,"Methyl bromide (bromomethane)",290361,"Methyl bromide (bromomethane)",000,290361000,"Methyl bromide (bromomethane)",88
29,2903.62,2903,"Ethylene dibromide (ISO) (1,2-dibromoethane)",290362,"Ethylene dibromide (ISO) (1,2-dibromoethane)",000,290362000,"Ethylene dibromide (ISO) (1,2-dibromoethane)",89
29,2903.69,2903,"Other",290369,"Other",010,290369010,"- Brominated derivatives",91
29,2903.69,2903,"Other",290369,"Other",020,290369020,"- Iodinated derivatives",92
29,2903.71,2903,"Chlorodifluoromethane (HCFC-22)",290371,"Chlorodifluoromethane (HCFC-22)",000,290371000,"Chlorodifluoromethane (HCFC-22)",94
29,2903.72,2903,"Dichlorotrifluoroethanes (HCFC-123)",290372,"Dichlorotrifluoroethanes (HCFC-123)",000,290372000,"Dichlorotrifluoroethanes (HCFC-123)",95
29,2903.73,2903,"Dichlorofluoroethanes (HCFC-141, 141b)",290373,"Dichlorofluoroethanes (HCFC-141, 141b)",010,290373010,"- 1,1-Dichloro-1-fluoroethane (HCFC-141b)",97
29,2903.73,2903,"Dichlorofluoroethanes (HCFC-141, 141b)",290373,"Dichlorofluoroethanes (HCFC-141, 141b)",090,290373090,"- Other",98
29,2903.74,2903,"Chlorodifluoroethanes (HCFC-142, 142b)",290374,"Chlorodifluoroethanes (HCFC-142, 142b)",010,290374010,"- 1-Chloro-1,1-difluoro ethane (HCFC-142b)",100
29,2903.74,2903,"Chlorodifluoroethanes (HCFC-142, 142b)",290374,"Chlorodifluoroethanes (HCFC-142, 142b)",090,290374090,"- Other",101
29,2903.75,2903,"Dichloropentafluoropropanes (HCFC-225, 225ca, 225cb)",290375,"Dichloropentafluoropropanes (HCFC-225, 225ca, 225cb)",000,290375000,"Dichloropentafluoropropanes (HCFC-225, 225ca, 225cb)",102
29,2903.76,2903,"Bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) and dibromotetrafluoroethanes (Halon-2402)",290376,"Bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) and dibromotetrafluoroethanes (Halon-2402)",010,290376010,"- Bromochlorodifluoromethane (Halon-1211)",104
29,2903.76,2903,"Bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) and dibromotetrafluoroethanes (Halon-2402)",290376,"Bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) and dibromotetrafluoroethanes (Halon-2402)",020,290376020,"- Bromotrifluoromethane (Halon-1301)",105
29,2903.76,2903,"Bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) and dibromotetrafluoroethanes (Halon-2402)",290376,"Bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) and dibromotetrafluoroethanes (Halon-2402)",030,290376030,"- Dibromotetrafluoroethanes (Halon-2402)",106
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",010,290377010,"- Trichlorofluoromethane (CFC-11)",108
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",020,290377020,"- Dichlorodifluoromethane (CFC-12)",109
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",030,290377030,"- Chlorotrifluoromethane (CFC-13)",110
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",040,290377040,"- Pentachlorofluoroethane (CFC-111)",111
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",050,290377050,"- Tetrachlorodifluoroethanes (CFC-112)",112
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",060,290377060,"- Trichlorotrifluoroethanes (CFC-113)",113
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",070,290377070,"- Dichlorotetrafluoroethanes (CFC-114)",114
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",080,290377080,"- Chloropentafluoroethane (CFC-115)",115
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",100,290377100,"- Heptachlorofluoropropanes (CFC-211)",116
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",110,290377110,"- Hexachlorodifluoropropanes (CFC-212)",117
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",120,290377120,"- Pentachlorotrifluoropropanes (CFC-213)",118
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",130,290377130,"- Tetrachlorotetrafluoropropanes (CFC-214)",119
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",140,290377140,"- Trichloropentafluoropropanes (CFC-215)",120
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",150,290377150,"- Dichlorohexafluoropropanes (CFC-216)",121
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",160,290377160,"- Chloroheptafluoropropanes (CFC-217)",122
29,2903.77,2903,"Other, perhalogenated only with fluorine and chlorine",290377,"Other, perhalogenated only with fluorine and chlorine",990,290377990,"- Other",123
29,2903.78,2903,"Other perhalogenated derivatives",290378,"Other perhalogenated derivatives",000,290378000,"Other perhalogenated derivatives",124
29,2903.79,2903,"Other",290379,"Other",100,290379100,"- Bromochloromethane",126
29,2903.79,2903,"Other",290379,"Other",210,290379210,"-- Dichlorofluoromethane (HCFC-21)",128
29,2903.79,2903,"Other",290379,"Other",220,290379220,"-- Chlorotetrafluoroethanes (HCFC-124)",129
29,2903.79,2903,"Other",290379,"Other",290,290379290,"-- Other",130
29,2903.79,2903,"Other",290379,"Other",910,290379910,"-- Other halogenated derivatives of methane, ethane or propane halogenated with fluorine and bromine",132
29,2903.79,2903,"Other",290379,"Other",990,290379990,"-- Other",133
29,2903.81,2903,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",000,290381000,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",135
29,2903.82,2903,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",100,290382100,"1 Chlordane",137
29,2903.82,2903,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",200,290382200,"2 Aldrin and heptachlor",138
29,2903.83,2903,"Mirex (ISO)",290383,"Mirex (ISO)",000,290383000,"Mirex (ISO)",139
29,2903.89,2903,"Other",290389,"Other",020,290389020,"- Dibromoethyldibromo cyclohexane and tetrabromo cyclooctane",141
29,2903.89,2903,"Other",290389,"Other",030,290389030,"- Hexabromocyclododecanes (HBCDs)",142
29,2903.89,2903,"Other",290389,"Other",091,290389091,"-- Perfluorocyclobutane (PFC-c318)",144
29,2903.89,2903,"Other",290389,"Other",099,290389099,"-- Other",145
29,2903.91,2903,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",000,290391000,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",147
29,2903.92,2903,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)",290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)",000,290392000,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)",148
29,2903.93,2903,"Pentachlorobenzene (ISO)",290393,"Pentachlorobenzene (ISO)",000,290393000,"Pentachlorobenzene (ISO)",149
29,2903.94,2903,"Hexabromobiphenyls",290394,"Hexabromobiphenyls",000,290394000,"Hexabromobiphenyls",150
