Chapter Code,H.S.Code,HS 4-digit Code,HS 4-digit Description,HS 6-digit Code,HS 6-digit Description,Statistical Code,Full 9-digit Code,Description,Row Index
07,0713.10,0713,"Peas (Pisum sativum)",071310,"Peas (Pisum sativum)",229,071310229,"- Other",135
07,0713.20,0713,"Chickpeas (garbanzos)",071320,"Chickpeas (garbanzos)",010,071320010,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",137
07,0713.20,0713,"Chickpeas (garbanzos)",071320,"Chickpeas (garbanzos)",020,071320020,"2 Other",138
07,0713.31,0713,"Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek",071331,"Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek",000,071331000,"Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek",140
07,0713.32,0713,"Small red (Adzuki) beans (Phaseolus or Vigna angularis)",071332,"Small red (Adzuki) beans (Phaseolus or Vigna angularis)",010,071332010,"- For ""the Pooled Quota""",142
07,0713.32,0713,"Small red (Adzuki) beans (Phaseolus or Vigna angularis)",071332,"Small red (Adzuki) beans (Phaseolus or Vigna angularis)",090,071332090,"- Other",143
07,0713.33,0713,"Kidney beans, including white pea beans (Phaseolus vulgaris)",071333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",010,071333010,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",145
07,0713.33,0713,"Kidney beans, including white pea beans (Phaseolus vulgaris)",071333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",210,071333210,"(1) Certified as seeds for sowing vegetables in accordance with the provisions of a Cabinet Order",147
07,0713.33,0713,"Kidney beans, including white pea beans (Phaseolus vulgaris)",071333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",221,071333221,"- For ""the Pooled Quota""",149
07,0713.33,0713,"Kidney beans, including white pea beans (Phaseolus vulgaris)",071333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",229,071333229,"- Other",150
07,0713.34,0713,"Bambara beans (Vigna subterranea or Voandzeia subterranea)",071334,"Bambara beans (Vigna subterranea or Voandzeia subterranea)",100,071334100,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",152
07,0713.34,0713,"Bambara beans (Vigna subterranea or Voandzeia subterranea)",071334,"Bambara beans (Vigna subterranea or Voandzeia subterranea)",210,071334210,"(1) Certified as seeds for sowing vegetables in accordance with the provisions of a Cabinet Order",154
07,0713.34,0713,"Bambara beans (Vigna subterranea or Voandzeia subterranea)",071334,"Bambara beans (Vigna subterranea or Voandzeia subterranea)",291,071334291,"- For ""the Pooled Quota""",156
07,0713.34,0713,"Bambara beans (Vigna subterranea or Voandzeia subterranea)",071334,"Bambara beans (Vigna subterranea or Voandzeia subterranea)",299,071334299,"- Other",157
07,0713.35,0713,"Cow peas (Vigna unguiculata)",071335,"Cow peas (Vigna unguiculata)",100,071335100,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",159
07,0713.35,0713,"Cow peas (Vigna unguiculata)",071335,"Cow peas (Vigna unguiculata)",210,071335210,"(1) Certified as seeds for sowing vegetables in accordance with the provisions of a Cabinet Order",161
07,0713.35,0713,"Cow peas (Vigna unguiculata)",071335,"Cow peas (Vigna unguiculata)",291,071335291,"- For ""the Pooled Quota""",163
07,0713.35,0713,"Cow peas (Vigna unguiculata)",071335,"Cow peas (Vigna unguiculata)",299,071335299,"- Other",164
07,0713.39,0713,"Other",071339,"Other",010,071339010,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",166
07,0713.39,0713,"Other",071339,"Other",210,071339210,"(1) Certified as seeds for sowing vegetables in accordance with the provisions of a Cabinet Order",168
07,0713.39,0713,"Other",071339,"Other",221,071339221,"-- Pegin beans (Phaseculus calcaratus)",171
07,0713.39,0713,"Other",071339,"Other",226,071339226,"-- Other",172
07,0713.39,0713,"Other",071339,"Other",222,071339222,"-- Pegin beans (Phaseculus calcaratus)",174
07,0713.39,0713,"Other",071339,"Other",227,071339227,"-- Other",175
07,0713.40,0713,"Lentils",071340,"Lentils",010,071340010,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",177
07,0713.40,0713,"Lentils",071340,"Lentils",020,071340020,"2 Other",178
07,0713.50,0713,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",071350,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",010,071350010,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",180
07,0713.50,0713,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",071350,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",210,071350210,"(1) Certified as seeds for sowing vegetables in accordance with the provisions of a Cabinet Order",182
07,0713.50,0713,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",071350,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",221,071350221,"- For ""the Pooled Quota""",184
07,0713.50,0713,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",071350,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",229,071350229,"- Other",185
07,0713.60,0713,"Pigeon peas (Cajanus cajan)",071360,"Pigeon peas (Cajanus cajan)",100,071360100,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",187
07,0713.60,0713,"Pigeon peas (Cajanus cajan)",071360,"Pigeon peas (Cajanus cajan)",210,071360210,"(1) Certified as seeds for sowing vegetables in accordance with the provisions of a Cabinet Order",189
07,0713.60,0713,"Pigeon peas (Cajanus cajan)",071360,"Pigeon peas (Cajanus cajan)",291,071360291,"- For ""the Pooled Quota""",191
07,0713.60,0713,"Pigeon peas (Cajanus cajan)",071360,"Pigeon peas (Cajanus cajan)",299,071360299,"- Other",192
07,0713.90,0713,"Other",071390,"Other",010,071390010,"1 Rendered suitable solely for sowing by chemical treatment (for example, sterilization, acceleration of germination)",194
07,0713.90,0713,"Other",071390,"Other",210,071390210,"(1) Certified as seeds for sowing vegetables in accordance with the provisions of a Cabinet Order",196
07,0713.90,0713,"Other",071390,"Other",221,071390221,"- For ""the Pooled Quota""",198
07,0713.90,0713,"Other",071390,"Other",229,071390229,"- Other",199
07,0714.10,0714,"Manioc (cassava)",071410,"Manioc (cassava)",310,071410310,"- For feeding purposes (the imports under this item are to be used as materials for fodder and feed under the supervision of the Customs)",203
07,0714.10,0714,"Manioc (cassava)",071410,"Manioc (cassava)",390,071410390,"- Other",204
07,0714.10,0714,"Manioc (cassava)",071410,"Manioc (cassava)",110,071410110,"- For feeding purposes (the imports under this item are to be used as materials for fodder and feed under the supervision of the Customs)",207
07,0714.10,0714,"Manioc (cassava)",071410,"Manioc (cassava)",190,071410190,"- Other",208
07,0714.10,0714,"Manioc (cassava)",071410,"Manioc (cassava)",210,071410210,"- For feeding purposes (the imports under this item are to be used as materials for fodder and feed under the supervision of the Customs)",210
07,0714.10,0714,"Manioc (cassava)",071410,"Manioc (cassava)",290,071410290,"- Other",211
07,0714.20,0714,"Sweet potatoes",071420,"Sweet potatoes",100,071420100,"1 Frozen",213
07,0714.20,0714,"Sweet potatoes",071420,"Sweet potatoes",200,071420200,"2 Other",214
07,0714.30,0714,"Yams (Dioscorea spp.)",071430,"Yams (Dioscorea spp.)",100,071430100,"1 Frozen",216
07,0714.30,0714,"Yams (Dioscorea spp.)",071430,"Yams (Dioscorea spp.)",200,071430200,"2 Other",217
07,0714.40,0714,"Taro (Colocasia spp.)",071440,"Taro (Colocasia spp.)",100,071440100,"1 Frozen",219
07,0714.40,0714,"Taro (Colocasia spp.)",071440,"Taro (Colocasia spp.)",200,071440200,"2 Other",220
07,0714.50,0714,"Yautia (Xanthosoma spp.)",071450,"Yautia (Xanthosoma spp.)",100,071450100,"1 Frozen",222
07,0714.50,0714,"Yautia (Xanthosoma spp.)",071450,"Yautia (Xanthosoma spp.)",200,071450200,"2 Other",223
07,0714.90,0714,"Other",071490,"Other",100,071490100,"1 Frozen",225
07,0714.90,0714,"Other",071490,"Other",200,071490200,"2 Other",226
08,0801.11,0801,"Desiccated",080111,"Desiccated",000,080111000,"Desiccated",5
08,0801.12,0801,"In the inner shell (endocarp)",080112,"In the inner shell (endocarp)",000,080112000,"In the inner shell (endocarp)",6
08,0801.19,0801,"Other",080119,"Other",000,080119000,"Other",7
08,0801.21,0801,"In shell",080121,"In shell",000,080121000,"In shell",9
08,0801.22,0801,"Shelled",080122,"Shelled",000,080122000,"Shelled",10
08,0801.31,0801,"In shell",080131,"In shell",000,080131000,"In shell",12
08,0801.32,0801,"Shelled",080132,"Shelled",000,080132000,"Shelled",13
08,0802.11,0802,"In shell",080211,"In shell",100,080211100,"1 Bitter almonds",17
08,0802.11,0802,"In shell",080211,"In shell",200,080211200,"2 Sweet almonds",18
08,0802.12,0802,"Shelled",080212,"Shelled",100,080212100,"1 Bitter almonds",20
08,0802.12,0802,"Shelled",080212,"Shelled",200,080212200,"2 Sweet almonds",21
08,0802.21,0802,"In shell",080221,"In shell",000,080221000,"In shell",23
08,0802.22,0802,"Shelled",080222,"Shelled",000,080222000,"Shelled",24
08,0802.31,0802,"In shell",080231,"In shell",000,080231000,"In shell",26
08,0802.32,0802,"Shelled",080232,"Shelled",000,080232000,"Shelled",27
08,0802.41,0802,"In shell",080241,"In shell",000,080241000,"In shell",29
08,0802.42,0802,"Shelled",080242,"Shelled",000,080242000,"Shelled",30
08,0802.51,0802,"In shell",080251,"In shell",000,080251000,"In shell",32
08,0802.52,0802,"Shelled",080252,"Shelled",000,080252000,"Shelled",33
08,0802.61,0802,"In shell",080261,"In shell",000,080261000,"In shell",35
08,0802.62,0802,"Shelled",080262,"Shelled",000,080262000,"Shelled",36
08,0802.70,0802,"Kola nuts (Cola spp.)",080270,"Kola nuts (Cola spp.)",000,080270000,"Kola nuts (Cola spp.)",37
08,0802.80,0802,"Areca nuts",080280,"Areca nuts",000,080280000,"Areca nuts",38
08,0802.91,0802,"Pine nuts, in shell",080291,"Pine nuts, in shell",000,080291000,"Pine nuts, in shell",40
08,0802.92,0802,"Pine nuts, shelled",080292,"Pine nuts, shelled",000,080292000,"Pine nuts, shelled",41
08,0802.99,0802,"Other",080299,"Other",100,080299100,"1 Pecans",43
08,0802.99,0802,"Other",080299,"Other",900,080299900,"2 Other",44
08,0803.10,0803,"Plantains",080310,"Plantains",100,080310100,"(1)If imported during the period from 1st April to 30th September",48
08,0803.10,0803,"Plantains",080310,"Plantains",100,080310100,"(2)If imported during the period from 1st October to 31st March",49
08,0803.10,0803,"Plantains",080310,"Plantains",200,080310200,"2 Dried",50
08,0803.90,0803,"Other",080390,"Other",100,080390100,"(1)If imported during the period from 1st April to 30th September",53
08,0803.90,0803,"Other",080390,"Other",100,080390100,"(2)If imported during the period from 1st October to 31st March",54
08,0803.90,0803,"Other",080390,"Other",200,080390200,"2 Dried",55
08,0804.10,0804,"Dates",080410,"Dates",000,080410000,"Dates",57
08,0804.20,0804,"Figs",080420,"Figs",010,080420010,"- Fresh",59
08,0804.20,0804,"Figs",080420,"Figs",090,080420090,"- Dried",60
08,0804.30,0804,"Pineapples",080430,"Pineapples",010,080430010,"1 Fresh",62
08,0804.30,0804,"Pineapples",080430,"Pineapples",090,080430090,"2 Dried",63
08,0804.40,0804,"Avocados",080440,"Avocados",010,080440010,"- Fresh",65
08,0804.40,0804,"Avocados",080440,"Avocados",090,080440090,"- Dried",66
08,0804.50,0804,"Guavas, mangoes and mangosteens",080450,"Guavas, mangoes and mangosteens",011,080450011,"-- Mangoes",69
08,0804.50,0804,"Guavas, mangoes and mangosteens",080450,"Guavas, mangoes and mangosteens",019,080450019,"-- Other",70
08,0804.50,0804,"Guavas, mangoes and mangosteens",080450,"Guavas, mangoes and mangosteens",090,080450090,"- Dried",71
08,0805.10,0805,"Oranges",080510,"Oranges",000,080510000,"1 If imported during the period from 1st June to 30th November",74
08,0805.10,0805,"Oranges",080510,"Oranges",000,080510000,"2 If imported during the period from 1st December to 31st May",75
08,0805.21,0805,"Mandarins (including tangerines and satsumas)",080521,"Mandarins (including tangerines and satsumas)",000,080521000,"Mandarins (including tangerines and satsumas)",77
08,0805.22,0805,"Clementines",080522,"Clementines",000,080522000,"Clementines",78
08,0805.29,0805,"Other",080529,"Other",000,080529000,"Other",79
08,0805.40,0805,"Grapefruit and pomelos",080540,"Grapefruit and pomelos",000,080540000,"- If imported during the period from 1st June to 30th November",81
08,0805.40,0805,"Grapefruit and pomelos",080540,"Grapefruit and pomelos",000,080540000,"- If imported during the period from 1st December to 31st May",82
08,0805.50,0805,"Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",080550,"Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",010,080550010,"- Lemons (Citrus limon, Citrus limonum)",84
08,0805.50,0805,"Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",080550,"Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",090,080550090,"- Limes (Citrus aurantifolia, Citrus latifolia)",85
08,0805.90,0805,"Other",080590,"Other",020,080590020,"1 Limes (other than Citrus aurantifolia, Citrus latifolia)",87
08,0805.90,0805,"Other",080590,"Other",090,080590090,"2 Other",88
08,0806.10,0806,"Fresh",080610,"Fresh",000,080610000,"1 If imported during the period from 1st March to 31st October",91
08,0806.10,0806,"Fresh",080610,"Fresh",000,080610000,"2 If imported during the period from 1st November to the last day of February",92
08,0806.20,0806,"Dried",080620,"Dried",000,080620000,"Dried",93
08,0807.11,0807,"Watermelons",080711,"Watermelons",000,080711000,"Watermelons",96
08,0807.19,0807,"Other",080719,"Other",000,080719000,"Other",97
08,0807.20,0807,"Papaws (papayas)",080720,"Papaws (papayas)",000,080720000,"Papaws (papayas)",98
08,0808.10,0808,"Apples",080810,"Apples",000,080810000,"Apples",100
08,0808.30,0808,"Pears",080830,"Pears",000,080830000,"Pears",101
08,0808.40,0808,"Quinces",080840,"Quinces",000,080840000,"Quinces",102
08,0809.10,0809,"Apricots",080910,"Apricots",000,080910000,"Apricots",104
08,0809.21,0809,"Sour cherries (Prunus cerasus)",080921,"Sour cherries (Prunus cerasus)",000,080921000,"Sour cherries (Prunus cerasus)",106
08,0809.29,0809,"Other",080929,"Other",000,080929000,"Other",107
08,0809.30,0809,"Peaches, including nectarines",080930,"Peaches, including nectarines",000,080930000,"Peaches, including nectarines",108
08,0809.40,0809,"Plums and sloes",080940,"Plums and sloes",000,080940000,"Plums and sloes",109
08,0810.10,0810,"Strawberries",081010,"Strawberries",000,081010000,"Strawberries",111
08,0810.20,0810,"Raspberries, blackberries, mulberries and loganberries",081020,"Raspberries, blackberries, mulberries and loganberries",000,081020000,"Raspberries, blackberries, mulberries and loganberries",112
08,0810.30,0810,"Black, white or red currants and gooseberries",081030,"Black, white or red currants and gooseberries",000,081030000,"Black, white or red currants and gooseberries",113
08,0810.40,0810,"Cranberries, bilberries and other fruits of the genus Vaccinium",081040,"Cranberries, bilberries and other fruits of the genus Vaccinium",000,081040000,"Cranberries, bilberries and other fruits of the genus Vaccinium",114
08,0810.50,0810,"Kiwifruit",081050,"Kiwifruit",000,081050000,"Kiwifruit",115
08,0810.60,0810,"Durians",081060,"Durians",000,081060000,"Durians",116
08,0810.70,0810,"Persimmons",081070,"Persimmons",000,081070000,"Persimmons",117
08,0810.90,0810,"Other",081090,"Other",210,081090210,"- Rambutan, passionfruit, litchi and carambola (star-fruit)",119
08,0810.90,0810,"Other",081090,"Other",290,081090290,"- Other",120
08,0811.10,0811,"Strawberries",081110,"Strawberries",100,081110100,"1 Containing added sugar",123
08,0811.10,0811,"Strawberries",081110,"Strawberries",200,081110200,"2 Other",124
08,0811.20,0811,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",081120,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",100,081120100,"1 Containing added sugar",126
08,0811.20,0811,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",081120,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",200,081120200,"2 Other",127
08,0811.90,0811,"Other",081190,"Other",110,081190110,"(1)Pineapples",130
08,0811.90,0811,"Other",081190,"Other",130,081190130,"(2)Berries",131
08,0811.90,0811,"Other",081190,"Other",140,081190140,"(3)Sour cherries (Prunus cerasus)",132
08,0811.90,0811,"Other",081190,"Other",150,081190150,"(4)Peaches and pears",133
08,0811.90,0811,"Other",081190,"Other",120,081190120,"- Papayas, pawpaws, avocados, guavas, durians, bilimbis, champeder, jackfruit, bread-fruit, rambutan, rose-apple jambo, jambosa diamboo-kaget, chicomamey, cherimoya, kehapi, sugar-apples, mangoes, bullock's-heart, passion-fruit, dookoo kokosan, mangosteens, soursop and litchi",135
08,0811.90,0811,"Other",081190,"Other",190,081190190,"- Other",136
08,0811.90,0811,"Other",081190,"Other",210,081190210,"(1)Pineapples",138
08,0811.90,0811,"Other",081190,"Other",220,081190220,"(2)Papayas, pawpaws, avocados, guavas, durians, bilimbis, champeder, jackfruit, bread-fruit, rambutan, rose-apple jambo, jambosa diamboo-kaget, chicomamey, cherimoya, kehapi, sugar-apples, mangoes, bullock's-heart, passion-fruit, dookoo kokosan, mangosteens, soursop and litchi",139
08,0811.90,0811,"Other",081190,"Other",230,081190230,"- Berries",141
08,0811.90,0811,"Other",081190,"Other",240,081190240,"- Peaches and pears",142
08,0811.90,0811,"Other",081190,"Other",280,081190280,"- Camucamu",144
08,0811.90,0811,"Other",081190,"Other",290,081190290,"- Other",145
08,0812.10,0812,"Cherries",081210,"Cherries",000,081210000,"Cherries",147
08,0812.90,0812,"Other",081290,"Other",100,081290100,"(1)If imported during the period from 1st April to 30th September",150
08,0812.90,0812,"Other",081290,"Other",100,081290100,"(2)If imported during the period from 1st October to 31st March",151
08,0812.90,0812,"Other",081290,"Other",200,081290200,"(1)If imported during the period from 1st June to 30th November",153
08,0812.90,0812,"Other",081290,"Other",200,081290200,"(2)If imported during the period from 1st December to 31st May",154
08,0812.90,0812,"Other",081290,"Other",300,081290300,"(1)If imported during the period from 1st June to 30th November",156
08,0812.90,0812,"Other",081290,"Other",300,081290300,"(2)If imported during the period from 1st December to 31st May",157
08,0812.90,0812,"Other",081290,"Other",410,081290410,"(1)Lemons and limes, excluding those provisionally preserved in preservative solutions",159
08,0812.90,0812,"Other",081290,"Other",430,081290430,"(2)Chestnuts(Castanea spp.)",160
08,0812.90,0812,"Other",081290,"Other",420,081290420,"- Papayas, pawpaws, avocados, guavas, durians, bilimbis, champeder, jackfruit, bread-fruit, rambutan, rose-apple jambo, jambosa diamboo-kaget, chicomamey, cherimoya, kehapi, sugar-apples, mangoes, bullock's-heart, passion-fruit, dookoo kokosan, mangosteens, soursop and litchi",162
08,0812.90,0812,"Other",081290,"Other",440,081290440,"- Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",163
08,0812.90,0812,"Other",081290,"Other",490,081290490,"- Other",164
08,0813.10,0813,"Apricots",081310,"Apricots",000,081310000,"Apricots",166
08,0813.20,0813,"Prunes",081320,"Prunes",000,081320000,"Prunes",167
08,0813.30,0813,"Apples",081330,"Apples",000,081330000,"Apples",168
08,0813.40,0813,"Other fruit",081340,"Other fruit",010,081340010,"1 Berries",170
08,0813.40,0813,"Other fruit",081340,"Other fruit",021,081340021,"- Papayas, pawpaws, durians, bilimbis, champeder, jackfruit, bread-fruit, rambutan, rose-apple jambo, jambosa diamboo-kaget, chicomamey, cherimoya, sugar-apples,  bullock's-heart, passion-fruit, dookoo kokosan, soursop and litchi",172
08,0813.40,0813,"Other fruit",081340,"Other fruit",022,081340022,"- Persimmons, dried",173
08,0813.40,0813,"Other fruit",081340,"Other fruit",023,081340023,"- Kehapi",174
08,0813.40,0813,"Other fruit",081340,"Other fruit",029,081340029,"- Other",175
08,0813.50,0813,"Mixtures of nuts or dried fruits of this Chapter",081350,"Mixtures of nuts or dried fruits of this Chapter",010,081350010,"1 Mixtures containing more than 50% by weight of a single nut or dried fruit constituent, excluding those containing chestnuts (Castanea spp.), walnuts, pistachios, kola nuts (Cola spp.), nuts of  subheadings 0802.91 to 0802.99 or dried fruits of subheadings 0813.10 to 0813.40",177
08,0813.50,0813,"Mixtures of nuts or dried fruits of this Chapter",081350,"Mixtures of nuts or dried fruits of this Chapter",090,081350090,"2 Other",178
08,0814.00,0814,"Peel of citrus fruit or melons (including watermelons) , fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions",081400,"Peel of citrus fruit or melons (including watermelons) , fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions",000,081400000,"Peel of citrus fruit or melons (including watermelons) , fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions",180
09,0901.11,0901,"Not decaffeinated",090111,"Not decaffeinated",000,090111000,"Not decaffeinated",5
09,0901.12,0901,"Decaffeinated",090112,"Decaffeinated",000,090112000,"Decaffeinated",6
09,0901.21,0901,"Not decaffeinated",090121,"Not decaffeinated",000,090121000,"Not decaffeinated",8
09,0901.22,0901,"Decaffeinated",090122,"Decaffeinated",000,090122000,"Decaffeinated",9
09,0901.90,0901,"Other",090190,"Other",100,090190100,"1 Coffee husks and skins",11
09,0901.90,0901,"Other",090190,"Other",200,090190200,"2 Coffee substitutes containing coffee",12
09,0902.10,0902,"Green tea (not fermented) in immediate packings of a content not exceeding 3kg",090210,"Green tea (not fermented) in immediate packings of a content not exceeding 3kg",000,090210000,"Green tea (not fermented) in immediate packings of a content not exceeding 3kg",14
09,0902.20,0902,"Other green tea (not fermented)",090220,"Other green tea (not fermented)",100,090220100,"1 Waste, unfit for beverage",16
09,0902.20,0902,"Other green tea (not fermented)",090220,"Other green tea (not fermented)",200,090220200,"2 Other",17
09,0902.30,0902,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg",090230,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg",010,090230010,"- Black tea",19
09,0902.30,0902,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg",090230,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg",090,090230090,"- Other",20
09,0902.40,0902,"Other black tea (fermented) and other partly fermented tea",090240,"Other black tea (fermented) and other partly fermented tea",100,090240100,"1 Waste, unfit for beverage",22
09,0902.40,0902,"Other black tea (fermented) and other partly fermented tea",090240,"Other black tea (fermented) and other partly fermented tea",210,090240210,"(1) Black tea",24
09,0902.40,0902,"Other black tea (fermented) and other partly fermented tea",090240,"Other black tea (fermented) and other partly fermented tea",220,090240220,"(2) Other",25
09,0903.00,0903,"Maté",090300,"Maté",000,090300000,"Maté",27
09,0904.11,0904,"Neither crushed nor ground",090411,"Neither crushed nor ground",100,090411100,"1 Put up in containers for retail sale",31
09,0904.11,0904,"Neither crushed nor ground",090411,"Neither crushed nor ground",200,090411200,"2 Other",32
09,0904.12,0904,"Crushed or ground",090412,"Crushed or ground",100,090412100,"1 Put up in containers for retail sale",34
09,0904.12,0904,"Crushed or ground",090412,"Crushed or ground",200,090412200,"2 Other",35
09,0904.21,0904,"Dried, neither crushed nor ground",090421,"Dried, neither crushed nor ground",100,090421100,"1 Put up in containers for retail sale",38
09,0904.21,0904,"Dried, neither crushed nor ground",090421,"Dried, neither crushed nor ground",200,090421200,"2 Other",39
09,0904.22,0904,"Crushed or ground",090422,"Crushed or ground",100,090422100,"1 Put up in containers for retail sale",41
09,0904.22,0904,"Crushed or ground",090422,"Crushed or ground",200,090422200,"2 Other",42
09,0905.10,0905,"Neither crushed nor ground",090510,"Neither crushed nor ground",000,090510000,"Neither crushed nor ground",44
09,0905.20,0905,"Crushed or ground",090520,"Crushed or ground",000,090520000,"Crushed or ground",45
09,0906.11,0906,"Cinnamon (Cinnamomum zeylanicum Blume)",090611,"Cinnamon (Cinnamomum zeylanicum Blume)",000,090611000,"Cinnamon (Cinnamomum zeylanicum Blume)",48
09,0906.19,0906,"Other",090619,"Other",000,090619000,"Other",49
09,0906.20,0906,"Crushed or ground",090620,"Crushed or ground",000,090620000,"Crushed or ground",50
09,0907.10,0907,"Neither crushed nor ground",090710,"Neither crushed nor ground",100,090710100,"1 Put up in containers for retail sale",53
09,0907.10,0907,"Neither crushed nor ground",090710,"Neither crushed nor ground",200,090710200,"2 Other",54
09,0907.20,0907,"Crushed or ground",090720,"Crushed or ground",100,090720100,"1 Put up in containers for retail sale",56
09,0907.20,0907,"Crushed or ground",090720,"Crushed or ground",200,090720200,"2 Other",57
09,0908.11,0908,"Neither crushed nor ground",090811,"Neither crushed nor ground",100,090811100,"1 Put up in containers for retail sale",61
09,0908.11,0908,"Neither crushed nor ground",090811,"Neither crushed nor ground",200,090811200,"2 Other",62
09,0908.12,0908,"Crushed or ground",090812,"Crushed or ground",100,090812100,"1 Put up in containers for retail sale",64
09,0908.12,0908,"Crushed or ground",090812,"Crushed or ground",200,090812200,"2 Other",65
09,0908.21,0908,"Neither crushed nor ground",090821,"Neither crushed nor ground",100,090821100,"1 Put up in containers for retail sale",68
09,0908.21,0908,"Neither crushed nor ground",090821,"Neither crushed nor ground",200,090821200,"2 Other",69
09,0908.22,0908,"Crushed or ground",090822,"Crushed or ground",100,090822100,"1 Put up in containers for retail sale",71
09,0908.22,0908,"Crushed or ground",090822,"Crushed or ground",200,090822200,"2 Other",72
09,0908.31,0908,"Neither crushed nor ground",090831,"Neither crushed nor ground",100,090831100,"1 Put up in containers for retail sale",75
09,0908.31,0908,"Neither crushed nor ground",090831,"Neither crushed nor ground",200,090831200,"2 Other",76
09,0908.32,0908,"Crushed or ground",090832,"Crushed or ground",100,090832100,"1 Put up in containers for retail sale",78
09,0908.32,0908,"Crushed or ground",090832,"Crushed or ground",200,090832200,"2 Other",79
09,0909.21,0909,"Neither crushed nor ground",090921,"Neither crushed nor ground",100,090921100,"1 Put up in containers for retail sale",83
09,0909.21,0909,"Neither crushed nor ground",090921,"Neither crushed nor ground",200,090921200,"2 Other",84
09,0909.22,0909,"Crushed or ground",090922,"Crushed or ground",100,090922100,"1 Put up in containers for retail sale",86
09,0909.22,0909,"Crushed or ground",090922,"Crushed or ground",200,090922200,"2 Other",87
09,0909.31,0909,"Neither crushed nor ground",090931,"Neither crushed nor ground",100,090931100,"1 Put up in containers for retail sale",90
09,0909.31,0909,"Neither crushed nor ground",090931,"Neither crushed nor ground",200,090931200,"2 Other",91
09,0909.32,0909,"Crushed or ground",090932,"Crushed or ground",100,090932100,"1 Put up in containers for retail sale",93
09,0909.32,0909,"Crushed or ground",090932,"Crushed or ground",200,090932200,"2 Other",94
09,0909.61,0909,"Neither crushed nor ground",090961,"Neither crushed nor ground",100,090961100,"1 Put up in containers for retail sale",97
09,0909.61,0909,"Neither crushed nor ground",090961,"Neither crushed nor ground",200,090961200,"2 Other",98
09,0909.62,0909,"Crushed or ground",090962,"Crushed or ground",100,090962100,"1 Put up in containers for retail sale",100
09,0909.62,0909,"Crushed or ground",090962,"Crushed or ground",200,090962200,"2 Other",101
09,0910.11,0910,"Neither crushed nor ground",091011,"Neither crushed nor ground",100,091011100,"1 Provisionally preserved in brine, in sulphur water or in other preservative solutions",105
09,0910.11,0910,"Neither crushed nor ground",091011,"Neither crushed nor ground",210,091011210,"(1) Put up in containers for retail sale",107
09,0910.11,0910,"Neither crushed nor ground",091011,"Neither crushed nor ground",292,091011292,"A Dried, whole, whether or not peeled",109
